nmme0-tmp2m-34w__cancm30,nmme0-tmp2m-34w__ccsm30,contest-pevpr-sfc-gauss-14d__pevpr,wind-vwnd-925-2010-1,startdate,day_temp_optimal,night_temp_optimal_foliage,night_temp_optimal_flowering,overall_temp_optimal,temp_stress,wind_stress,plant_stress_indicator
10.36857142857143,8.29276042642738,167.24857142857144,42.05142857142857,2015-06-05 06:51:25.714285824,0.14285714285714285,0.0,0.0,0.0,14.354334072500594,0.5714285714285714,14.925762643929165
13.278571428571428,10.845617569284522,189.64857142857142,19.521428571428576,2015-07-14 20:34:17.142857216,0.14285714285714285,0.0,0.0,0.0,12.771476929643452,0.5714285714285714,13.342905501072023
14.121428571428572,11.86133185499881,240.08571428571426,-8.192857142857147,2015-10-01 20:34:17.142857216,0.14285714285714285,0.0,0.14285714285714285,0.0,11.84219121535774,0.42857142857142855,12.270762643929169
10.37857142857143,7.992760426427381,198.69857142857146,24.059999999999995,2015-10-16 06:51:25.714285824,0.0,0.0,0.14285714285714285,0.0,15.862905501072024,0.5714285714285714,16.434334072500597
5.618571428571428,5.90142857142857,153.6957142857143,58.93285714285714,2015-09-17 03:25:42.857142784,0.0,0.0,0.14285714285714285,0.0,19.28857142857143,0.7142857142857143,20.002857142857145
7.932857142857143,8.418571428571429,187.44,25.178571428571427,2015-07-15 20:34:17.142857216,0.0,0.0,0.14285714285714285,0.0,16.87285714285714,0.5714285714285714,17.444285714285712
11.709999999999999,11.95142857142857,252.18714285714285,-9.184285714285716,2015-08-02 20:34:17.142857216,0.0,0.14285714285714285,0.14285714285714285,0.0,13.217857142857143,0.42857142857142855,13.646428571428572
10.594285714285714,10.512857142857143,298.4685714285714,-2.045714285714285,2015-08-21 17:08:34.285714176,0.0,0.14285714285714285,0.14285714285714285,0.0,14.495000000000001,0.42857142857142855,14.92357142857143
9.037142857142857,9.212857142857144,345.6871428571429,-1.4185714285714255,2015-06-28 13:42:51.428571392,0.0,0.2857142857142857,0.14285714285714285,0.0,14.774999999999997,0.42857142857142855,15.203571428571426
8.537142857142857,8.588571428571429,364.2757142857143,-2.75142857142857,2015-06-29 13:42:51.428571392,0.0,0.2857142857142857,0.0,0.0,15.337142857142855,0.42857142857142855,15.765714285714283
9.125714285714286,9.280000000000001,369.0071428571428,-20.29285714285714,2015-08-29 10:17:08.571428608,0.0,0.2857142857142857,0.0,0.0,14.697142857142852,0.42857142857142855,15.125714285714281
13.382857142857143,13.414285714285715,380.3428571428571,-63.73285714285714,2015-09-16 20:34:17.142857216,0.14285714285714285,0.2857142857142857,0.0,0.0,10.627142857142855,0.2857142857142857,10.91285714285714
10.112857142857143,9.654285714285715,352.2042857142857,-41.60285714285715,2015-12-03 17:08:34.285714176,0.14285714285714285,0.2857142857142857,0.0,0.0,14.142142857142858,0.42857142857142855,14.570714285714287
11.807142857142859,8.344188997855952,351.12428571428575,-37.892857142857146,2015-12-13 17:08:34.285714176,0.14285714285714285,0.14285714285714285,0.0,0.0,13.95004835821488,0.42857142857142855,14.378619786786308
11.944285714285714,8.40133185499881,299.40999999999997,-45.448571428571434,2015-12-16 00:00:00.000000000,0.14285714285714285,0.14285714285714285,0.0,0.0,13.852905501072021,0.42857142857142855,14.28147692964345
8.831428571428573,5.2641889978559515,224.94,-5.064285714285717,2015-11-25 10:17:08.571428608,0.14285714285714285,0.0,0.0,0.0,16.977905501072023,0.5714285714285714,17.549334072500596
8.075714285714286,4.309903283570238,213.83428571428573,9.837142857142855,2015-11-16 17:08:34.285714176,0.14285714285714285,0.0,0.0,0.0,17.832905501072023,0.5714285714285714,18.404334072500596
7.428571428571429,4.069903283570238,204.93714285714285,18.25,2015-11-06 06:51:25.714285824,0.14285714285714285,0.0,0.0,0.0,18.276476929643454,0.5714285714285714,18.847905501072027
6.071428571428571,3.049903283570238,202.70428571428573,40.42142857142857,2015-10-01 13:42:51.428571392,0.0,0.14285714285714285,0.0,0.0,19.3393340725006,0.5714285714285714,19.910762643929168
9.265714285714285,6.439903283570238,244.77857142857144,9.355714285714289,2015-08-25 17:08:34.285714176,0.0,0.2857142857142857,0.0,0.0,16.04719121535774,0.42857142857142855,16.475762643929166
5.5371428571428565,6.162857142857143,182.72142857142856,54.82142857142857,2015-09-13 06:51:25.714285824,0.0,0.2857142857142857,0.0,0.0,18.05,0.5714285714285714,18.62142857142857
9.564285714285715,9.734285714285715,223.15571428571428,47.78428571428571,2015-08-19 13:42:51.428571392,0.0,0.2857142857142857,0.0,0.0,15.385,0.42857142857142855,15.813571428571427
10.792857142857143,11.077142857142857,247.6157142857143,49.18714285714285,2015-08-18 10:17:08.571428608,0.0,0.2857142857142857,0.0,0.0,14.099285714285715,0.42857142857142855,14.527857142857144
9.594285714285713,9.964285714285714,204.8014285714286,69.24285714285715,2015-08-11 17:08:34.285714176,0.0,0.2857142857142857,0.0,0.0,15.254999999999997,0.5714285714285714,15.826428571428568
13.342857142857142,13.277142857142854,270.6414285714286,36.925714285714285,2015-09-15 06:51:25.714285824,0.14285714285714285,0.2857142857142857,0.0,0.0,11.430714285714284,0.42857142857142855,11.859285714285713
13.004285714285714,12.495714285714286,308.5314285714286,20.619999999999997,2015-12-08 06:51:25.714285824,0.14285714285714285,0.14285714285714285,0.0,0.0,11.990714285714287,0.42857142857142855,12.419285714285715
10.127142857142857,10.077142857142857,280.6457142857143,62.550000000000004,2016-01-09 03:25:42.857142784,0.14285714285714285,0.0,0.0,0.0,14.638571428571428,0.5714285714285714,15.209999999999999
9.322857142857142,8.731428571428571,290.59857142857146,49.42714285714286,2015-11-10 00:00:00.000000000,0.14285714285714285,0.0,0.0,0.0,15.713571428571427,0.5714285714285714,16.285
5.852857142857142,5.862857142857143,240.66428571428574,57.66857142857142,2015-11-14 03:25:42.857142784,0.14285714285714285,0.0,0.0,0.0,17.748571428571427,0.7142857142857143,18.46285714285714
4.260000000000001,4.21,209.10285714285715,43.05857142857143,2015-11-19 20:34:17.142857216,0.14285714285714285,0.0,0.0,0.0,19.37142857142857,0.7142857142857143,20.085714285714285
5.491428571428571,5.555714285714287,213.93285714285713,22.194285714285716,2015-11-27 00:00:00.000000000,0.14285714285714285,0.0,0.0,0.0,18.082857142857144,0.5714285714285714,18.654285714285713
3.315714285714286,3.588571428571428,194.96,25.151428571428575,2015-11-11 03:25:42.857142784,0.0,0.0,0.0,0.0,20.447857142857142,0.5714285714285714,21.01928571428571
0.4228571428571429,1.0228571428571431,132.81571428571428,57.33571428571428,2015-09-07 00:00:00.000000000,0.0,0.0,0.0,0.0,23.177142857142858,0.7142857142857143,23.891428571428573
-0.07285714285714283,0.7642857142857143,131.95714285714286,34.04857142857143,2015-07-25 13:42:51.428571392,0.0,0.0,0.0,0.0,23.554285714285715,0.5714285714285714,24.125714285714285
2.558571428571429,2.3870461407130947,176.24571428571429,2.6857142857142833,2015-09-06 13:42:51.428571392,0.0,0.0,0.0,0.0,21.42719121535774,0.42857142857142855,21.85576264392917
4.970000000000001,4.151331854998809,256.6742857142857,-20.470000000000002,2015-08-25 03:25:42.857142784,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,18.825048358214882,0.2857142857142857,19.11076264392917
8.805714285714286,6.462663709997618,307.3528571428572,-42.401428571428575,2015-09-20 20:34:17.142857216,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,15.751525287858332,0.14285714285714285,15.894382430715476
9.705714285714285,7.474092281426189,339.48857142857145,-54.98571428571428,2015-09-28 06:51:25.714285824,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,14.795811002144047,0.14285714285714285,14.93866814500119
8.227142857142857,5.956949424283332,328.68714285714293,-31.87,2015-09-20 20:34:17.142857216,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,16.29366814500119,0.2857142857142857,16.579382430715476
9.35142857142857,6.828377995711904,359.3028571428572,-57.11285714285715,2015-10-01 17:08:34.285714176,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,15.295811002144049,0.14285714285714285,15.438668145001191
13.265714285714283,8.34685270785357,387.22285714285715,-69.84714285714286,2015-10-23 00:00:00.000000000,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,11.482953859286905,0.14285714285714285,11.625811002144047
14.532857142857141,10.671235138569047,385.57428571428574,-79.31428571428572,2015-12-01 13:42:51.428571392,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,10.59861978678631,0.14285714285714285,10.741476929643452
13.224285714285715,9.732663709997619,361.7457142857143,-75.47142857142856,2016-01-10 20:34:17.142857216,0.14285714285714285,0.0,0.14285714285714285,0.0,12.236476929643453,0.14285714285714285,12.379334072500596
9.115714285714287,6.804188997855952,302.9642857142857,-40.4257142857143,2015-12-07 03:25:42.857142784,0.14285714285714285,0.0,0.14285714285714285,0.0,15.754999999999999,0.2857142857142857,16.040714285714284
12.132857142857144,9.269903283570239,303.9942857142857,-37.300000000000004,2015-12-20 10:17:08.571428608,0.14285714285714285,0.0,0.0,0.0,15.130714285714285,0.2857142857142857,15.41642857142857
13.63142857142857,10.93276042642738,280.67428571428576,-39.46857142857142,2015-12-19 13:42:51.428571392,0.14285714285714285,0.0,0.0,0.0,13.549999999999999,0.2857142857142857,13.835714285714285
